DFFITS,resid,cls,hour,student_resid
0.20622828038330315,9565.076302237216,0.0,21.0,2.3148938367362195
0.3185643168717715,8899.80392129131,6.0,10.0,2.153887809628803
0.2739090469403986,9434.724696459192,6.0,11.0,2.2833467670329033
0.2663025892945242,9945.956413447619,6.0,12.0,2.407072612327392
0.3101859837203024,8980.655642625838,6.0,13.0,2.17345515498945
0.3219188336656567,9773.515930750624,6.0,14.0,2.365339394736046
0.324002025689317,9741.822073254598,6.0,16.0,2.3576689995335753
0.2637797260409956,9509.214041770525,6.0,17.0,2.3013743206995048
0.31560905441270704,11432.875830210529,6.0,18.0,2.7669297096286227
0.4253425007956728,12898.040245396793,6.0,19.0,3.1215217659122314
0.49115825791549206,13453.520262211714,6.0,20.0,3.2559563722576335
0.6531433969214738,16113.839394972956,6.0,21.0,3.8997940343513524
0.5236407745254426,13383.123627600738,6.0,22.0,3.238919316782205
0.3003250682278596,8327.61676325013,6.0,23.0,2.0154098211887805
0.2776004154264383,9746.514271983297,9.0,20.0,2.3588045829387245
0.25450865672415485,8931.992530475205,9.0,21.0,2.1616779422590553
0.15160142917566907,8611.610567628077,11.0,18.0,2.0841406380325536
0.19888869567270864,8460.168741347983,11.0,19.0,2.0474894144351143
0.23110928596372315,10800.830621768251,11.0,20.0,2.6139651632590897
0.29161295925687303,10629.48671212274,11.0,21.0,2.5724973330120995
0.18630185460145182,9630.867541755926,12.0,11.0,2.3308163166057714
0.25058411981116463,9267.857217125535,12.0,12.0,2.242962300954902
0.20553112594800038,8885.055445183409,12.0,13.0,2.150318454260938
0.1674066626079111,8275.179151704833,12.0,14.0,2.002719122239418
0.24676658792489906,9561.76265293348,12.0,15.0,2.314091883243331
0.16310694131813774,9332.7386597406,12.0,16.0,2.2586645961465295
0.18018748144041866,9094.7179680217,12.0,17.0,2.2010599712731342
0.1712886349428931,8650.20515728804,12.0,18.0,2.0934811152971537
0.24679536124355547,11104.967157930269,12.0,19.0,2.6875708273271415
0.2207249260980524,9943.23819733115,12.0,20.0,2.406414762715313
0.1928826332331087,8628.203950102328,12.0,21.0,2.088156488780265
0.2814339299712487,11105.327906348233,19.0,10.0,2.6876581339270023
0.3757650562970136,12389.74225787858,19.0,11.0,2.998505927736835
0.24771775401738783,9301.782284633699,19.0,12.0,2.251172682890605
0.28717824797425306,10136.285268041158,19.0,13.0,2.453135087788105
0.33268850062231053,10889.137114587944,19.0,14.0,2.635336676617983
0.31497125545718613,9595.344414152747,19.0,15.0,2.3222191798394958
0.3588928936947491,11684.460698198123,19.0,16.0,2.827817071309612
0.4065594268602579,12435.405110594726,19.0,17.0,3.0095570320856497
0.49718088570640956,12673.791304832366,19.0,18.0,3.0672501141235466
0.6796000338076026,16860.549569006238,19.0,19.0,4.080509245090819
1.3579488605160475,19072.86669311711,19.0,20.0,4.6159236122833125
1.432526649943166,18057.309279498164,19.0,21.0,4.370143283579775
1.1033718793685203,15884.564253510658,19.0,22.0,3.844305965556359
0.473710117681614,11413.6816069411,19.0,23.0,2.7622844158804747
0.2108266917949647,9400.141892780672,22.0,19.0,2.274977202947592
0.36864848529417044,9267.082170167267,22.0,21.0,2.2427747278117107
0.18193181068844763,-8842.08075609671,34.0,2.0,-2.1399179263656
0.23108266081181253,-11472.69164591833,42.0,0.0,-2.776565742157193
0.21839843877592072,-10038.217531246404,47.0,2.0,-2.4294012050342633
0.2192389385978487,-11825.682856723835,50.0,0.0,-2.8619949799903086
0.29517649376810157,8777.421652756482,53.0,15.0,2.124269440657632
0.31276306734939574,10850.37881039606,53.0,16.0,2.625956577948498
0.3707020309489429,10947.501307775627,53.0,19.0,2.649461698397961
0.6237418099223148,12154.591652049709,53.0,21.0,2.9415959072688618
0.6000292124743964,12927.171294876847,53.0,22.0,3.1285719226248614
0.18253171131148324,-11263.515552593715,59.0,5.0,-2.7259419484801417
0.15850276863571858,-9888.665503118007,66.0,6.0,-2.393207341310996
0.161763204009939,-12400.684058883895,69.0,3.0,-3.0011540098754033
0.15227880373342212,-9500.737703528182,72.0,7.0,-2.2993229180200823
0.18561466843893207,-13099.590496315635,72.0,12.0,-3.170299989828285
0.3352128704797529,-14098.230653469836,72.0,23.0,-3.411986085356122
0.18163484284475245,-9024.562144231222,73.0,2.0,-2.184081195676149
0.17266080587825391,-13711.511886509603,74.0,8.0,-3.318394266336645
0.19295609818696,-9102.532795822082,77.0,4.0,-2.2029512783718586
0.22421607247078879,-11816.774332066181,80.0,1.0,-2.8598389816299408
0.17695204430273068,-9306.957896697193,80.0,4.0,-2.2524252596697694
0.17543492817323506,-10358.625435041115,81.0,20.0,-2.506944787364335
0.29612967057359735,-10288.69586064242,83.0,22.0,-2.490020767558736
0.17420961545975602,-10362.9655981204,85.0,5.0,-2.5079951727920307
0.24164103065199344,9143.833043796625,89.0,20.0,2.212946566069625
0.2956083470220164,8576.912161028125,89.0,21.0,2.075743096283304
